分类,视频,类型,点赞,评论,综合评分
汪星人,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
汪星人,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
汪星人,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
汪星人,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
汪星人,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
汪星人,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
汪星人,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
汪星人,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
汪星人,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
汪星人,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
汪星人,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
汪星人,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
汪星人,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
汪星人,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
汪星人,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
田园美食,【超实用】你的手机号绑定了多少app？30秒快速查询、解绑！,社会,147649,4142,47194.1
田园美食,读书不知归处，误入书画境中,绘画,380361,1034,114832.1
田园美食,【暴走大事件第九季】 05 考漂移、测智商、忽悠聊天？扒一扒各国驾考文化,综艺,23295,477,7322.4
田园美食,夜以继日，蛮横搏斗太刺激，这鱼我等它一年了！,运动综合,31569,2240,11038.699999999999
田园美食,《 轻 轻 敲 醒 沉 睡 的 心 灵 》,单机游戏,72509,370,22011.7
田园美食,一个午餐肉罐头能放十年还不坏，原理是什么？,科学科普,46941,957,14752.199999999999
田园美食,卧槽！原来刘亦菲当年说的都是真的！,粉丝创作,60805,2630,20082.5
田园美食,这个4年前最被期待的射击游戏终于要来了！【第三次世界大战】,网络游戏,294276,3446,90695.0
田园美食,你们根本不懂有女儿的快乐………,搞笑,31401,283,9618.4
田园美食,大庆赶海，发现一只大个猫眼螺藏在沙子里，肥肥的一捏全是水,田园美食,36821,462,11369.699999999999
田园美食,假如世界禁止嘤嘤怪,健身,21531,314,6679.1
田园美食,称霸亚洲走向世界？印度的大国梦是怎么破碎的,人文历史,12224,435,3971.7
田园美食,艾特喜欢汪汪的男孩子来看,汪星人,35004,859,11102.499999999998
田园美食,为什么男人的韭菜不好割了【沈帅波】,财经商业,18735,1048,6354.1
田园美食,在乡下生活也是一种享受,搞笑,39670,412,12189.4
田园美食,千 万 别 在 西 藏 上 厕 所 ！,出行,34923,908,11112.5
田园美食,编剧真的没有必要让男女主强行双洁！！！,影视杂谈,24466,3325,9667.3
田园美食,课 堂 请 勿 对 对 子【2022毕业篇】！！！,短片·手书·配音,298436,1774,90772.6
田园美食,金字塔尖的做法！肉香和豆豉香结合，下饭简直一绝~丨回锅肉,美食制作,18163,606,5873.099999999999
田园美食,原来蹭吃蹭喝这么幸福，就不知道以后有没有机会呀，哈哈哈,出行,58195,456,17777.7
田园美食,2022《伴你成长》毕业季大合唱来了！,MV,142981,1706,44088.49999999999
田园美食,在印度想家了怎么办？吃点家乡的美食！,美食侦探,148959,2340,46325.7
田园美食,如果僵尸拿起了铲子！,单机游戏,305280,477,91917.9
田园美食,谢谢你，虚空妈咪,电子竞技,53887,962,16839.5
田园美食,空灵嗓音直击灵魂深处，男女合唱英文版《海底》,翻唱,13895,459,4489.8
田园美食,我知道，喜茶很想弄死我...,美食制作,104132,1188,32071.199999999997
田园美食,学渣的自我修养！画地为牢什么的，常规操作而已,搞笑,165165,364,49804.3
田园美食,Cardi B《浦巴罗》精彩片段,明星综合,20721,547,6599.2
田园美食,【原神填词/海底】浮生终一刹，万般皆难舍,手机游戏,23866,505,7513.3
田园美食,孤勇者小学生 但是特效拉满,鬼畜剧场,337827,3211,103595.79999999999
田园美食,我只是多看了他一眼，他就拼命追我们，可能是疯了？,汪星人,212167,2935,65704.6
田园美食,小诊所深藏中医圣手，他用吸血鬼造神奇，为病人好从不多开一副药,科学科普,54592,1045,17109.1
田园美食,老外vs你的联系方式,搞笑,58616,816,18156.0
田园美食,剧TOP：豆瓣9.1，现象级韩剧《D.P逃兵追缉令》（上）,影视杂谈,35567,1367,11627.0
田园美食,“一百一别住酒店了，你上我家住别墅去吧。”出行奇遇，路遇“空城”,出行,13278,1844,5274.2
田园美食,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
田园美食,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
田园美食,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
田园美食,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
田园美食,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
田园美食,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
田园美食,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
田园美食,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
田园美食,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
田园美食,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
田园美食,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
田园美食,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
田园美食,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
田园美食,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
田园美食,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
动物综合,【超实用】你的手机号绑定了多少app？30秒快速查询、解绑！,社会,147649,4142,47194.1
动物综合,读书不知归处，误入书画境中,绘画,380361,1034,114832.1
动物综合,【暴走大事件第九季】 05 考漂移、测智商、忽悠聊天？扒一扒各国驾考文化,综艺,23295,477,7322.4
动物综合,夜以继日，蛮横搏斗太刺激，这鱼我等它一年了！,运动综合,31569,2240,11038.699999999999
动物综合,《 轻 轻 敲 醒 沉 睡 的 心 灵 》,单机游戏,72509,370,22011.7
动物综合,一个午餐肉罐头能放十年还不坏，原理是什么？,科学科普,46941,957,14752.199999999999
动物综合,卧槽！原来刘亦菲当年说的都是真的！,粉丝创作,60805,2630,20082.5
动物综合,这个4年前最被期待的射击游戏终于要来了！【第三次世界大战】,网络游戏,294276,3446,90695.0
动物综合,你们根本不懂有女儿的快乐………,搞笑,31401,283,9618.4
动物综合,大庆赶海，发现一只大个猫眼螺藏在沙子里，肥肥的一捏全是水,田园美食,36821,462,11369.699999999999
动物综合,假如世界禁止嘤嘤怪,健身,21531,314,6679.1
动物综合,称霸亚洲走向世界？印度的大国梦是怎么破碎的,人文历史,12224,435,3971.7
动物综合,艾特喜欢汪汪的男孩子来看,汪星人,35004,859,11102.499999999998
动物综合,为什么男人的韭菜不好割了【沈帅波】,财经商业,18735,1048,6354.1
动物综合,在乡下生活也是一种享受,搞笑,39670,412,12189.4
动物综合,千 万 别 在 西 藏 上 厕 所 ！,出行,34923,908,11112.5
动物综合,编剧真的没有必要让男女主强行双洁！！！,影视杂谈,24466,3325,9667.3
动物综合,课 堂 请 勿 对 对 子【2022毕业篇】！！！,短片·手书·配音,298436,1774,90772.6
动物综合,金字塔尖的做法！肉香和豆豉香结合，下饭简直一绝~丨回锅肉,美食制作,18163,606,5873.099999999999
动物综合,原来蹭吃蹭喝这么幸福，就不知道以后有没有机会呀，哈哈哈,出行,58195,456,17777.7
动物综合,2022《伴你成长》毕业季大合唱来了！,MV,142981,1706,44088.49999999999
动物综合,在印度想家了怎么办？吃点家乡的美食！,美食侦探,148959,2340,46325.7
动物综合,如果僵尸拿起了铲子！,单机游戏,305280,477,91917.9
动物综合,谢谢你，虚空妈咪,电子竞技,53887,962,16839.5
动物综合,空灵嗓音直击灵魂深处，男女合唱英文版《海底》,翻唱,13895,459,4489.8
动物综合,我知道，喜茶很想弄死我...,美食制作,104132,1188,32071.199999999997
动物综合,学渣的自我修养！画地为牢什么的，常规操作而已,搞笑,165165,364,49804.3
动物综合,Cardi B《浦巴罗》精彩片段,明星综合,20721,547,6599.2
动物综合,【原神填词/海底】浮生终一刹，万般皆难舍,手机游戏,23866,505,7513.3
动物综合,孤勇者小学生 但是特效拉满,鬼畜剧场,337827,3211,103595.79999999999
动物综合,我只是多看了他一眼，他就拼命追我们，可能是疯了？,汪星人,212167,2935,65704.6
动物综合,小诊所深藏中医圣手，他用吸血鬼造神奇，为病人好从不多开一副药,科学科普,54592,1045,17109.1
动物综合,老外vs你的联系方式,搞笑,58616,816,18156.0
动物综合,剧TOP：豆瓣9.1，现象级韩剧《D.P逃兵追缉令》（上）,影视杂谈,35567,1367,11627.0
动物综合,“一百一别住酒店了，你上我家住别墅去吧。”出行奇遇，路遇“空城”,出行,13278,1844,5274.2
动物综合,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
动物综合,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
动物综合,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
动物综合,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
动物综合,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
动物综合,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
动物综合,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
动物综合,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
动物综合,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
动物综合,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
动物综合,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
动物综合,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
动物综合,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
动物综合,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
动物综合,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
搞笑,【超实用】你的手机号绑定了多少app？30秒快速查询、解绑！,社会,147649,4142,47194.1
搞笑,读书不知归处，误入书画境中,绘画,380361,1034,114832.1
搞笑,【暴走大事件第九季】 05 考漂移、测智商、忽悠聊天？扒一扒各国驾考文化,综艺,23295,477,7322.4
搞笑,夜以继日，蛮横搏斗太刺激，这鱼我等它一年了！,运动综合,31569,2240,11038.699999999999
搞笑,《 轻 轻 敲 醒 沉 睡 的 心 灵 》,单机游戏,72509,370,22011.7
搞笑,一个午餐肉罐头能放十年还不坏，原理是什么？,科学科普,46941,957,14752.199999999999
搞笑,卧槽！原来刘亦菲当年说的都是真的！,粉丝创作,60805,2630,20082.5
搞笑,这个4年前最被期待的射击游戏终于要来了！【第三次世界大战】,网络游戏,294276,3446,90695.0
搞笑,你们根本不懂有女儿的快乐………,搞笑,31401,283,9618.4
搞笑,大庆赶海，发现一只大个猫眼螺藏在沙子里，肥肥的一捏全是水,田园美食,36821,462,11369.699999999999
搞笑,假如世界禁止嘤嘤怪,健身,21531,314,6679.1
搞笑,称霸亚洲走向世界？印度的大国梦是怎么破碎的,人文历史,12224,435,3971.7
搞笑,艾特喜欢汪汪的男孩子来看,汪星人,35004,859,11102.499999999998
搞笑,为什么男人的韭菜不好割了【沈帅波】,财经商业,18735,1048,6354.1
搞笑,在乡下生活也是一种享受,搞笑,39670,412,12189.4
搞笑,千 万 别 在 西 藏 上 厕 所 ！,出行,34923,908,11112.5
搞笑,编剧真的没有必要让男女主强行双洁！！！,影视杂谈,24466,3325,9667.3
搞笑,课 堂 请 勿 对 对 子【2022毕业篇】！！！,短片·手书·配音,298436,1774,90772.6
搞笑,金字塔尖的做法！肉香和豆豉香结合，下饭简直一绝~丨回锅肉,美食制作,18163,606,5873.099999999999
搞笑,原来蹭吃蹭喝这么幸福，就不知道以后有没有机会呀，哈哈哈,出行,58195,456,17777.7
搞笑,2022《伴你成长》毕业季大合唱来了！,MV,142981,1706,44088.49999999999
搞笑,在印度想家了怎么办？吃点家乡的美食！,美食侦探,148959,2340,46325.7
搞笑,如果僵尸拿起了铲子！,单机游戏,305280,477,91917.9
搞笑,谢谢你，虚空妈咪,电子竞技,53887,962,16839.5
搞笑,空灵嗓音直击灵魂深处，男女合唱英文版《海底》,翻唱,13895,459,4489.8
搞笑,我知道，喜茶很想弄死我...,美食制作,104132,1188,32071.199999999997
搞笑,学渣的自我修养！画地为牢什么的，常规操作而已,搞笑,165165,364,49804.3
搞笑,Cardi B《浦巴罗》精彩片段,明星综合,20721,547,6599.2
搞笑,【原神填词/海底】浮生终一刹，万般皆难舍,手机游戏,23866,505,7513.3
搞笑,孤勇者小学生 但是特效拉满,鬼畜剧场,337827,3211,103595.79999999999
搞笑,我只是多看了他一眼，他就拼命追我们，可能是疯了？,汪星人,212167,2935,65704.6
搞笑,小诊所深藏中医圣手，他用吸血鬼造神奇，为病人好从不多开一副药,科学科普,54592,1045,17109.1
搞笑,老外vs你的联系方式,搞笑,58616,816,18156.0
搞笑,剧TOP：豆瓣9.1，现象级韩剧《D.P逃兵追缉令》（上）,影视杂谈,35567,1367,11627.0
搞笑,“一百一别住酒店了，你上我家住别墅去吧。”出行奇遇，路遇“空城”,出行,13278,1844,5274.2
搞笑,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
搞笑,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
搞笑,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
搞笑,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
搞笑,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
搞笑,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
搞笑,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
搞笑,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
搞笑,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
搞笑,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
搞笑,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
搞笑,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
搞笑,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
搞笑,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
搞笑,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
影视杂谈,【超实用】你的手机号绑定了多少app？30秒快速查询、解绑！,社会,147649,4142,47194.1
影视杂谈,读书不知归处，误入书画境中,绘画,380361,1034,114832.1
影视杂谈,【暴走大事件第九季】 05 考漂移、测智商、忽悠聊天？扒一扒各国驾考文化,综艺,23295,477,7322.4
影视杂谈,夜以继日，蛮横搏斗太刺激，这鱼我等它一年了！,运动综合,31569,2240,11038.699999999999
影视杂谈,《 轻 轻 敲 醒 沉 睡 的 心 灵 》,单机游戏,72509,370,22011.7
影视杂谈,一个午餐肉罐头能放十年还不坏，原理是什么？,科学科普,46941,957,14752.199999999999
影视杂谈,卧槽！原来刘亦菲当年说的都是真的！,粉丝创作,60805,2630,20082.5
影视杂谈,这个4年前最被期待的射击游戏终于要来了！【第三次世界大战】,网络游戏,294276,3446,90695.0
影视杂谈,你们根本不懂有女儿的快乐………,搞笑,31401,283,9618.4
影视杂谈,大庆赶海，发现一只大个猫眼螺藏在沙子里，肥肥的一捏全是水,田园美食,36821,462,11369.699999999999
影视杂谈,假如世界禁止嘤嘤怪,健身,21531,314,6679.1
影视杂谈,称霸亚洲走向世界？印度的大国梦是怎么破碎的,人文历史,12224,435,3971.7
影视杂谈,艾特喜欢汪汪的男孩子来看,汪星人,35004,859,11102.499999999998
影视杂谈,为什么男人的韭菜不好割了【沈帅波】,财经商业,18735,1048,6354.1
影视杂谈,在乡下生活也是一种享受,搞笑,39670,412,12189.4
影视杂谈,千 万 别 在 西 藏 上 厕 所 ！,出行,34923,908,11112.5
影视杂谈,编剧真的没有必要让男女主强行双洁！！！,影视杂谈,24466,3325,9667.3
影视杂谈,课 堂 请 勿 对 对 子【2022毕业篇】！！！,短片·手书·配音,298436,1774,90772.6
影视杂谈,金字塔尖的做法！肉香和豆豉香结合，下饭简直一绝~丨回锅肉,美食制作,18163,606,5873.099999999999
影视杂谈,原来蹭吃蹭喝这么幸福，就不知道以后有没有机会呀，哈哈哈,出行,58195,456,17777.7
影视杂谈,2022《伴你成长》毕业季大合唱来了！,MV,142981,1706,44088.49999999999
影视杂谈,在印度想家了怎么办？吃点家乡的美食！,美食侦探,148959,2340,46325.7
影视杂谈,如果僵尸拿起了铲子！,单机游戏,305280,477,91917.9
影视杂谈,谢谢你，虚空妈咪,电子竞技,53887,962,16839.5
影视杂谈,空灵嗓音直击灵魂深处，男女合唱英文版《海底》,翻唱,13895,459,4489.8
影视杂谈,我知道，喜茶很想弄死我...,美食制作,104132,1188,32071.199999999997
影视杂谈,学渣的自我修养！画地为牢什么的，常规操作而已,搞笑,165165,364,49804.3
影视杂谈,Cardi B《浦巴罗》精彩片段,明星综合,20721,547,6599.2
影视杂谈,【原神填词/海底】浮生终一刹，万般皆难舍,手机游戏,23866,505,7513.3
影视杂谈,孤勇者小学生 但是特效拉满,鬼畜剧场,337827,3211,103595.79999999999
影视杂谈,我只是多看了他一眼，他就拼命追我们，可能是疯了？,汪星人,212167,2935,65704.6
影视杂谈,小诊所深藏中医圣手，他用吸血鬼造神奇，为病人好从不多开一副药,科学科普,54592,1045,17109.1
影视杂谈,老外vs你的联系方式,搞笑,58616,816,18156.0
影视杂谈,剧TOP：豆瓣9.1，现象级韩剧《D.P逃兵追缉令》（上）,影视杂谈,35567,1367,11627.0
影视杂谈,“一百一别住酒店了，你上我家住别墅去吧。”出行奇遇，路遇“空城”,出行,13278,1844,5274.2
影视杂谈,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
影视杂谈,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
影视杂谈,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
影视杂谈,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
影视杂谈,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
影视杂谈,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
影视杂谈,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
影视杂谈,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
影视杂谈,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
影视杂谈,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
影视杂谈,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
影视杂谈,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
影视杂谈,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
影视杂谈,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
影视杂谈,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
单机游戏,【超实用】你的手机号绑定了多少app？30秒快速查询、解绑！,社会,147649,4142,47194.1
单机游戏,读书不知归处，误入书画境中,绘画,380361,1034,114832.1
单机游戏,【暴走大事件第九季】 05 考漂移、测智商、忽悠聊天？扒一扒各国驾考文化,综艺,23295,477,7322.4
单机游戏,夜以继日，蛮横搏斗太刺激，这鱼我等它一年了！,运动综合,31569,2240,11038.699999999999
单机游戏,《 轻 轻 敲 醒 沉 睡 的 心 灵 》,单机游戏,72509,370,22011.7
单机游戏,一个午餐肉罐头能放十年还不坏，原理是什么？,科学科普,46941,957,14752.199999999999
单机游戏,卧槽！原来刘亦菲当年说的都是真的！,粉丝创作,60805,2630,20082.5
单机游戏,这个4年前最被期待的射击游戏终于要来了！【第三次世界大战】,网络游戏,294276,3446,90695.0
单机游戏,你们根本不懂有女儿的快乐………,搞笑,31401,283,9618.4
单机游戏,大庆赶海，发现一只大个猫眼螺藏在沙子里，肥肥的一捏全是水,田园美食,36821,462,11369.699999999999
单机游戏,假如世界禁止嘤嘤怪,健身,21531,314,6679.1
单机游戏,称霸亚洲走向世界？印度的大国梦是怎么破碎的,人文历史,12224,435,3971.7
单机游戏,艾特喜欢汪汪的男孩子来看,汪星人,35004,859,11102.499999999998
单机游戏,为什么男人的韭菜不好割了【沈帅波】,财经商业,18735,1048,6354.1
单机游戏,在乡下生活也是一种享受,搞笑,39670,412,12189.4
单机游戏,千 万 别 在 西 藏 上 厕 所 ！,出行,34923,908,11112.5
单机游戏,编剧真的没有必要让男女主强行双洁！！！,影视杂谈,24466,3325,9667.3
单机游戏,课 堂 请 勿 对 对 子【2022毕业篇】！！！,短片·手书·配音,298436,1774,90772.6
单机游戏,金字塔尖的做法！肉香和豆豉香结合，下饭简直一绝~丨回锅肉,美食制作,18163,606,5873.099999999999
单机游戏,原来蹭吃蹭喝这么幸福，就不知道以后有没有机会呀，哈哈哈,出行,58195,456,17777.7
单机游戏,2022《伴你成长》毕业季大合唱来了！,MV,142981,1706,44088.49999999999
单机游戏,在印度想家了怎么办？吃点家乡的美食！,美食侦探,148959,2340,46325.7
单机游戏,如果僵尸拿起了铲子！,单机游戏,305280,477,91917.9
单机游戏,谢谢你，虚空妈咪,电子竞技,53887,962,16839.5
单机游戏,空灵嗓音直击灵魂深处，男女合唱英文版《海底》,翻唱,13895,459,4489.8
单机游戏,我知道，喜茶很想弄死我...,美食制作,104132,1188,32071.199999999997
单机游戏,学渣的自我修养！画地为牢什么的，常规操作而已,搞笑,165165,364,49804.3
单机游戏,Cardi B《浦巴罗》精彩片段,明星综合,20721,547,6599.2
单机游戏,【原神填词/海底】浮生终一刹，万般皆难舍,手机游戏,23866,505,7513.3
单机游戏,孤勇者小学生 但是特效拉满,鬼畜剧场,337827,3211,103595.79999999999
单机游戏,我只是多看了他一眼，他就拼命追我们，可能是疯了？,汪星人,212167,2935,65704.6
单机游戏,小诊所深藏中医圣手，他用吸血鬼造神奇，为病人好从不多开一副药,科学科普,54592,1045,17109.1
单机游戏,老外vs你的联系方式,搞笑,58616,816,18156.0
单机游戏,剧TOP：豆瓣9.1，现象级韩剧《D.P逃兵追缉令》（上）,影视杂谈,35567,1367,11627.0
单机游戏,“一百一别住酒店了，你上我家住别墅去吧。”出行奇遇，路遇“空城”,出行,13278,1844,5274.2
单机游戏,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
单机游戏,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
单机游戏,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
单机游戏,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
单机游戏,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
单机游戏,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
单机游戏,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
单机游戏,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
单机游戏,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
单机游戏,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
单机游戏,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
单机游戏,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
单机游戏,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
单机游戏,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
单机游戏,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
日常,【超实用】你的手机号绑定了多少app？30秒快速查询、解绑！,社会,147649,4142,47194.1
日常,读书不知归处，误入书画境中,绘画,380361,1034,114832.1
日常,【暴走大事件第九季】 05 考漂移、测智商、忽悠聊天？扒一扒各国驾考文化,综艺,23295,477,7322.4
日常,夜以继日，蛮横搏斗太刺激，这鱼我等它一年了！,运动综合,31569,2240,11038.699999999999
日常,《 轻 轻 敲 醒 沉 睡 的 心 灵 》,单机游戏,72509,370,22011.7
日常,一个午餐肉罐头能放十年还不坏，原理是什么？,科学科普,46941,957,14752.199999999999
日常,卧槽！原来刘亦菲当年说的都是真的！,粉丝创作,60805,2630,20082.5
日常,这个4年前最被期待的射击游戏终于要来了！【第三次世界大战】,网络游戏,294276,3446,90695.0
日常,你们根本不懂有女儿的快乐………,搞笑,31401,283,9618.4
日常,大庆赶海，发现一只大个猫眼螺藏在沙子里，肥肥的一捏全是水,田园美食,36821,462,11369.699999999999
日常,假如世界禁止嘤嘤怪,健身,21531,314,6679.1
日常,称霸亚洲走向世界？印度的大国梦是怎么破碎的,人文历史,12224,435,3971.7
日常,艾特喜欢汪汪的男孩子来看,汪星人,35004,859,11102.499999999998
日常,为什么男人的韭菜不好割了【沈帅波】,财经商业,18735,1048,6354.1
日常,在乡下生活也是一种享受,搞笑,39670,412,12189.4
日常,千 万 别 在 西 藏 上 厕 所 ！,出行,34923,908,11112.5
日常,编剧真的没有必要让男女主强行双洁！！！,影视杂谈,24466,3325,9667.3
日常,课 堂 请 勿 对 对 子【2022毕业篇】！！！,短片·手书·配音,298436,1774,90772.6
